Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,HomeOver2.5Perc,AvgLast5AwayGoalsScored,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsConceded,MaxC>2.5,B365C<2.5,AvgAHA,HS,Over2.5
2022-05-14,F1,20:00,Troyes,Lens,A,A,2021/2022,0.30068685637684583,-0.47253406465978837,-1.1389752858617663,2.037623993340666,-1.7820478520952925,0.4705443385116997,0.7990986125049694,-0.4466746589300302,-0.4102157822828585,-0.7255760279851626,-0.004501604631935525,-0.10511515903846867,-0.4799969329281875,-1.4577584718972736,1
2022-05-14,F1,20:00,St Etienne,Reims,A,D,2021/2022,-0.4586506687734582,1.0638066577100513,0.8953521687377725,1.2069743912828257,1.2331193317004272,-0.38496447637238085,-1.3457814603397933,-0.18436392582717176,1.712514522250482,-1.265529374707592,0.35012262052136317,-0.40321842627207005,-0.23588654607580356,0.5107255906070726,1
2022-05-14,F1,20:00,Rennes,Marseille,H,H,2021/2022,0.30068685637684583,0.29563629652513146,-0.3252443040219508,-1.7002992159196162,-0.48983334475427,0.7557139434730598,-1.3457814603397933,2.4387434052014134,-0.7134629686447642,-0.455599354623948,-0.10121730240101719,-0.21158061162189742,-0.5410245296412838,-0.27666803439466586,0
2022-05-14,F1,20:00,Nice,Lille,A,H,2021/2022,0.30068685637684583,0.29563629652513146,0.4884866778178647,0.37632478922498513,-0.059095175640595674,-0.0997948714110208,-0.058853416632935675,0.34025754037854544,0.19627859044095297,-0.18562268126273343,-0.5203186594003704,0.2142811987118195,0.252334227628967,0.5107255906070726,1
2022-05-14,F1,20:00,Strasbourg,Clermont,H,H,2021/2022,-1.2179881939237622,-0.47253406465978837,0.4884866778178647,-0.45432481283285536,-0.48983334475427,-0.9553036862951012,-0.9168054457708407,0.077946807275687,-0.4102157822828585,-0.18562268126273343,-0.10121730240101719,-0.14770134007184035,-0.7241073197805727,-0.47351644064510046,0
2022-05-14,F1,20:00,Monaco,Brest,H,A,2021/2022,0.30068685637684583,0.29563629652513146,1.709083150577588,0.37632478922498513,0.3716429934730792,-0.0997948714110208,-0.4878294312018882,1.1271897396871209,-1.0167101550066702,0.08435399209848145,-1.5841913348602679,2.3435902503804025,0.37438942105515965,2.282361246860984,1
2022-05-14,F1,20:00,Metz,Angers,H,D,2021/2022,-0.4586506687734582,-0.47253406465978837,-1.1389752858617663,-0.039000011803935135,-0.48983334475427,-0.38496447637238085,-0.9168054457708407,-0.4466746589300302,-0.10696859592095276,0.35433066545969605,-0.3591258297852343,0.0013502935449610388,-0.11383135264961093,-1.2609100656468388,0
2022-05-14,F1,20:00,Lyon,Nantes,H,H,2021/2022,1.06002438152715,1.831977018894971,0.4884866778178647,0.7916495902539054,0.3716429934730792,1.0408835484344199,-0.9168054457708407,2.9633648714071303,1.4092673358885766,0.8942840121821255,-1.6809070326293496,2.982382965880977,0.31336182434206333,0.7075739968575072,1
2022-05-14,F1,20:00,Bordeaux,Lorient,D,D,2021/2022,0.30068685637684583,-0.47253406465978837,-1.5458407767816742,-0.8696496138617756,-0.48983334475427,-0.670134081333741,-0.058853416632935675,-0.7089853920328887,-0.10696859592095276,1.1642606855433397,0.1889297909062278,-0.3393391547220125,-0.8461625132067654,0.11702877810620337,0
2022-05-14,F1,20:00,Montpellier,Paris SG,A,A,2021/2022,1.819361906677454,0.29563629652513146,-0.7321097949418586,2.037623993340666,-0.48983334475427,2.751901178202581,0.7990986125049694,-1.2336068582386057,0.49952577680285903,-0.18562268126273343,-2.003292691859621,4.749709478765901,0.13027903420277434,-0.6703648468955351,1
2022-05-21,F1,20:00,Reims,Nice,A,H,2021/2022,0.30068685637684583,1.0638066577100513,-0.3252443040219508,0.7916495902539054,-0.48983334475427,-0.38496447637238085,-0.4878294312018882,-0.18436392582717176,1.1060201495266706,0.08435399209848145,-0.4558415275543159,0.2142811987118195,-0.4189693362150912,-1.6546068781477081,1
2022-05-21,F1,20:00,Paris SG,Metz,H,H,2021/2022,1.06002438152715,1.0638066577100513,2.9296796233373112,-1.2849744148906959,1.2331193317004272,-0.670134081333741,-0.058853416632935675,1.9141219389956965,-0.4102157822828585,2.5141440523494127,-2.261201219243839,5.11169201754956,-0.4189693362150912,2.6760580593618535,1
2022-05-21,F1,20:00,Nantes,St Etienne,D,H,2021/2022,0.30068685637684583,-0.47253406465978837,0.08162118689795696,-0.45432481283285536,-0.9205715138679442,0.1853747335503393,-0.4878294312018882,0.34025754037854544,0.19627859044095297,1.9741907056269838,-0.8104657527076153,0.42721210387867703,0.06925143748967803,-0.27666803439466586,0
2022-05-21,F1,20:00,Marseille,Strasbourg,H,H,2021/2022,-1.2179881939237622,1.0638066577100513,2.5228141324174036,-0.039000011803935135,-0.059095175640595674,-1.2404732912564613,-1.3457814603397933,0.8648790065842626,-0.10696859592095276,-0.455599354623948,0.7692239775207178,-0.8077871460891006,-0.6020521263543801,0.7075739968575072,1
2022-05-21,F1,20:00,Lorient,Troyes,D,A,2021/2022,-0.4586506687734582,0.29563629652513146,0.4884866778178647,-0.45432481283285536,-1.7820478520952925,-0.38496447637238085,-0.4878294312018882,0.34025754037854544,0.49952577680285903,-0.18562268126273343,-0.3913643957082615,0.0013502935449610388,0.5574722111944486,0.7075739968575072,0
2022-05-21,F1,20:00,Lens,Monaco,D,D,2021/2022,1.819361906677454,1.0638066577100513,2.115948641497496,0.37632478922498513,-0.059095175640595674,1.8963923633185003,-0.058853416632935675,1.1271897396871209,-0.4102157822828585,-0.18562268126273343,-1.0683742800918323,0.853073914212394,-0.7851349164936691,2.872906465612288,1
2022-05-21,F1,20:00,Clermont,Lyon,A,A,2021/2022,1.06002438152715,1.831977018894971,-0.7321097949418586,0.37632478922498513,0.3716429934730792,0.7557139434730598,-0.058853416632935675,0.077946807275687,2.3190088949742935,-0.18562268126273343,-1.5841913348602679,2.3435902503804025,0.5574722111944486,0.9044224031079419,1
2022-05-21,F1,20:00,Brest,Bordeaux,A,D,2021/2022,1.06002438152715,-0.47253406465978837,0.8953521687377725,1.2069743912828257,-0.48983334475427,0.7557139434730598,2.515002670780779,-0.18436392582717176,0.19627859044095297,2.5141440523494127,-1.3585213733990773,1.3854011771295396,-0.17485894936270724,-0.47351644064510046,1
2022-05-21,F1,20:00,Angers,Montpellier,H,H,2021/2022,-0.4586506687734582,-0.47253406465978837,-0.7321097949418586,-1.2849744148906959,-0.48983334475427,-0.9553036862951012,-0.4878294312018882,0.077946807275687,-0.4102157822828585,1.4342373589045547,-0.6492729230924792,0.2142811987118195,-0.4799969329281875,1.1012708093583765,0
2022-05-21,F1,20:00,Lille,Rennes,D,D,2021/2022,1.06002438152715,0.29563629652513146,-0.3252443040219508,-0.45432481283285536,-0.059095175640595674,0.4705443385116997,0.37012259793601743,-0.7089853920328887,-0.10696859592095276,0.35433066545969605,-0.8749428845536698,0.42721210387867703,0.5574722111944486,-0.07981962814423124,1
2022-08-05,F1,20:00,Lyon,Ajaccio,H,H,2022/2023,1.819361906677454,1.831977018894971,0.4884866778178647,-0.039000011803935135,0.3716429934730792,-0.38496447637238085,1.2280746270739218,0.602568273481404,-0.4102157822828585,0.6243073388209106,-0.6492729230924792,0.2142811987118195,-0.23588654607580356,-0.47351644064510046,1
2022-08-06,F1,20:00,Clermont,Paris SG,A,A,2022/2023,1.819361906677454,1.831977018894971,-1.5458407767816742,3.283598396427427,-0.48983334475427,5.318427622854822,1.6570506416428739,-2.020539057547181,5.654727944955257,-2.0754593947912356,-1.455237071168159,1.9177284400466854,-0.17485894936270724,-1.2609100656468388,1
2022-08-06,F1,16:00,Strasbourg,Monaco,A,A,2022/2023,1.819361906677454,1.831977018894971,0.8953521687377725,2.868273595398507,-0.059095175640595674,1.0408835484344199,0.37012259793601743,-0.7089853920328887,1.1060201495266706,-0.7255760279851626,0.9626553730588812,-0.9355456891892158,0.435417017768256,-0.47351644064510046,1
2022-08-07,F1,12:00,Toulouse,Nice,D,H,2022/2023,-1.9773257190740663,-2.008874787029628,-0.3252443040219508,-0.039000011803935135,-0.48983334475427,-0.38496447637238085,-0.9168054457708407,-0.7089853920328887,-0.4102157822828585,-0.7255760279851626,0.38236118644439115,-0.44580460730544175,-0.7241073197805727,-1.4577584718972736,0
2022-08-07,F1,14:00,Angers,Nantes,D,D,2022/2023,-1.9773257190740663,-2.008874787029628,0.4884866778178647,-0.039000011803935135,1.663857500814101,-1.8108125011791816,-0.4878294312018882,-2.020539057547181,-1.9264517140923876,-2.0754593947912356,1.0271325049049356,-0.9355456891892158,-0.05280375593651461,0.5107255906070726,0
2022-08-07,F1,14:00,Lens,Brest,H,H,2022/2023,1.819361906677454,1.831977018894971,0.8953521687377725,-0.039000011803935135,1.2331193317004272,1.0408835484344199,-0.058853416632935675,1.9141219389956965,1.1060201495266706,1.9741907056269838,-0.06897873647798997,-0.19028752110521205,-0.05280375593651461,0.7075739968575072,1
2022-08-07,F1,14:00,Lille,Auxerre,H,H,2022/2023,1.819361906677454,1.831977018894971,0.8953521687377725,-0.8696496138617756,1.2331193317004272,-0.38496447637238085,-0.058853416632935675,3.225675604509989,-0.4102157822828585,3.3240740724330573,0.22116835682925504,-0.2541667926552691,0.13027903420277434,0.5107255906070726,1
2022-08-07,F1,14:00,Montpellier,Troyes,H,D,2022/2023,1.819361906677454,1.831977018894971,0.4884866778178647,2.4529487943695862,1.2331193317004272,1.0408835484344199,2.515002670780779,1.9141219389956965,1.1060201495266706,1.9741907056269838,1.3172795982121799,-0.9355456891892158,0.252334227628967,0.7075739968575072,1
2022-08-07,F1,16:05,Rennes,Lorient,A,D,2022/2023,-1.9773257190740663,-2.008874787029628,0.4884866778178647,-0.8696496138617756,1.2331193317004272,-0.38496447637238085,0.37012259793601743,-2.020539057547181,-0.4102157822828585,-2.0754593947912356,-0.06897873647798997,-0.21158061162189742,-0.35794173950199487,1.4949676218592456,0
2022-08-07,F1,19:45,Marseille,Reims,H,H,2022/2023,1.819361906677454,1.831977018894971,0.4884866778178647,0.7916495902539054,1.2331193317004272,-0.38496447637238085,-1.3457814603397933,3.225675604509989,-0.4102157822828585,3.3240740724330573,0.44683831829044557,-0.48839078833881294,-0.4189693362150912,0.5107255906070726,1
2022-08-12,F1,20:00,Nantes,Lille,D,H,2022/2023,-1.9773257190740663,-2.008874787029628,-1.5458407767816742,0.37632478922498513,-0.48983334475427,-0.38496447637238085,-1.3457814603397933,-0.7089853920328887,-0.4102157822828585,-0.7255760279851626,0.608031147905581,-0.5522700598888705,0.6795274046206412,-0.6703648468955351,0
2022-08-13,F1,16:00,Monaco,Rennes,D,D,2022/2023,-1.9773257190740663,-2.008874787029628,-0.3252443040219508,1.6222991923117458,1.2331193317004272,-0.38496447637238085,0.37012259793601743,-0.7089853920328887,-0.4102157822828585,-0.7255760279851626,-0.3591258297852343,0.2142811987118195,0.37438942105515965,-0.27666803439466586,0
2022-08-13,F1,20:00,Paris SG,Montpellier,H,H,2022/2023,1.819361906677454,1.831977018894971,2.115948641497496,-0.039000011803935135,0.802381162586753,1.0408835484344199,0.37012259793601743,4.537229270024282,1.1060201495266706,4.67395743923913,-2.3256783510898935,7.241001069218142,0.06925143748967803,1.298119215608811,1
2022-08-14,F1,19:45,Brest,Marseille,D,A,2022/2023,-1.9773257190740663,-2.008874787029628,0.08162118689795696,-0.8696496138617756,-0.059095175640595674,-0.38496447637238085,-0.058853416632935675,-0.7089853920328887,-0.4102157822828585,-0.7255760279851626,-0.3591258297852343,0.0013502935449610388,-0.4799969329281875,0.7075739968575072,0
2022-08-14,F1,16:05,Nice,Strasbourg,D,H,2022/2023,-1.9773257190740663,-2.008874787029628,-0.7321097949418586,0.37632478922498513,-1.3513096829816185,-0.38496447637238085,0.37012259793601743,-0.7089853920328887,-0.4102157822828585,-0.7255760279851626,0.7692239775207178,-0.8077871460891006,0.435417017768256,-0.07981962814423124,0
2022-08-14,F1,14:00,Troyes,Toulouse,A,A,2022/2023,1.819361906677454,1.831977018894971,-1.1389752858617663,-0.039000011803935135,-0.9205715138679442,2.4667315732412205,1.2280746270739218,-2.020539057547181,2.6222560813361997,-2.0754593947912356,0.8014625434437443,-0.8077871460891006,0.06925143748967803,-0.27666803439466586,1
2022-08-14,F1,14:00,Reims,Clermont,A,H,2022/2023,1.819361906677454,1.831977018894971,0.4884866778178647,0.37632478922498513,-0.059095175640595674,3.8925795980480213,-0.4878294312018882,0.602568273481404,4.138492013145728,0.6243073388209106,1.3817567300582343,-1.0420111417726445,0.6795274046206412,-0.8672132531459698,1
2022-08-14,F1,14:00,Auxerre,Angers,D,H,2022/2023,1.819361906677454,1.831977018894971,-0.3252443040219508,-0.8696496138617756,-0.9205715138679442,1.0408835484344199,0.7990986125049694,0.602568273481404,1.1060201495266706,0.6243073388209106,0.7047468456746634,-0.44580460730544175,0.13027903420277434,-0.47351644064510046,1
2022-08-14,F1,14:00,Ajaccio,Lens,D,D,2022/2023,-1.9773257190740663,-2.008874787029628,-1.1389752858617663,-0.45432481283285536,-1.3513096829816185,-1.8108125011791816,-0.9168054457708407,-2.020539057547181,-1.9264517140923876,-2.0754593947912356,1.9298123507496963,-1.2123558659061313,0.5574722111944486,-0.8672132531459698,0
2022-08-19,F1,20:00,Lyon,Troyes,H,D,2022/2023,1.819361906677454,1.831977018894971,1.3022176596576802,-1.2849744148906959,0.3716429934730792,0.32795953603101946,2.515002670780779,1.9141219389956965,-0.4102157822828585,2.6491323890300205,-1.3585213733990773,1.9177284400466854,-0.6630797230674764,0.5107255906070726,1
2022-08-20,F1,16:00,Monaco,Lens,A,A,2022/2023,-0.07898190619830618,-0.08844888406732847,0.08162118689795696,0.7916495902539054,1.2331193317004272,1.0408835484344199,-0.9168054457708407,-0.7089853920328887,1.8641381154314351,-1.4005177113881992,-0.5847957912464248,0.2142811987118195,-0.2969141427888999,-0.27666803439466586,1
2022-08-20,F1,20:00,Marseille,Nantes,H,D,2022/2023,-0.07898190619830618,1.831977018894971,0.08162118689795696,-0.45432481283285536,1.2331193317004272,-1.0978884887757812,-0.4878294312018882,1.9141219389956965,-0.4102157822828585,-0.7255760279851626,-0.326887263862207,0.0013502935449610388,-0.5410245296412838,0.5107255906070726,1
2022-08-21,F1,12:00,Strasbourg,Reims,D,H,2022/2023,-0.07898190619830618,-0.08844888406732847,-0.7321097949418586,0.7916495902539054,-0.059095175640595674,-0.38496447637238085,-1.3457814603397933,-0.7089853920328887,0.347902183621906,1.2992490222239472,0.5757925819825545,-0.48839078833881294,-0.7241073197805727,-0.27666803439466586,0
2022-08-21,F1,14:00,Angers,Brest,A,A,2022/2023,1.819361906677454,-0.08844888406732847,0.08162118689795696,1.2069743912828257,1.663857500814101,1.75380756083782,-0.058853416632935675,-1.364762224790035,0.347902183621906,0.6243073388209106,0.38236118644439115,-0.46709769782212757,-0.2969141427888999,-1.2609100656468388,1
2022-08-21,F1,14:00,Clermont,Nice,H,H,2022/2023,-1.9773257190740663,-0.08844888406732847,-1.1389752858617663,-0.039000011803935135,-0.48983334475427,-1.0978884887757812,-0.9168054457708407,-1.364762224790035,1.8641381154314351,-0.7255760279851626,0.44683831829044557,-0.5309769693721846,0.9236377914730265,-1.2609100656468388,0
2022-08-21,F1,14:00,Montpellier,Auxerre,A,H,2022/2023,1.819361906677454,1.831977018894971,0.8953521687377725,-0.8696496138617756,1.2331193317004272,0.32795953603101946,-0.058853416632935675,0.602568273481404,1.1060201495266706,1.2992490222239472,-0.2946486979391798,0.0013502935449610388,0.6184998079075436,-0.07981962814423124,1
