Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Count,AST,Last5AwayOver2.5Perc,HST,Last5HomeOver2.5Count,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,B365C>2.5,AvgLast5HomeGoalsConceded,PC<2.5,B365CAHH,Over2.5
2021-08-21,D1,17:30,Leverkusen,M'gladbach,H,H,2021/2022,1.4867737539406498,-1.2976974856074204,0.7481281479759722,1.5061763677565292,0.24556768974815466,-1.3004825362225747,0.27384270159452034,-0.5980930449259799,2.511233165197923,-1.778297284198066,2.8760761814735294,-0.2047934990139634,-1.9423310090463122,-0.02772293184398195,0.320004445795202,1
2021-08-21,D1,14:30,Hertha,Wolfsburg,A,D,2021/2022,1.4867737539406498,-1.2976974856074204,-0.5003316041791617,1.5061763677565292,-0.48187786738278787,-1.3004825362225747,0.27384270159452034,-0.5980930449259799,-0.8533761166374618,0.7487166907787837,-0.9762259658471202,0.9011373421027017,0.8176048180268659,-0.824607206493513,0.529278528534546,1
2021-08-21,D1,14:30,Greuther Furth,Bielefeld,D,A,2021/2022,-2.277189172608148,-2.088382658322545,-0.9164848548975396,-2.30303392469622,-0.11815508881731661,-2.092541610464942,-0.9559799322197501,-1.4961342601213719,-0.8533761166374618,-0.5147902967096412,-0.9762259658471202,0.5197818796486795,-0.5623630955097232,-0.7050745652960833,-0.2031807610531582,0
2021-08-21,D1,14:30,Bochum,Mainz,H,H,2021/2022,-2.277189172608148,-2.088382658322545,-0.5003316041791617,-2.30303392469622,-0.11815508881731661,-2.092541610464942,-1.77586168809593,0.29994817026941073,0.26816031064099993,-1.778297284198066,0.30787474992642966,0.9011373421027017,-1.9423310090463122,-0.7449187790285599,-1.2495511747498762,0
2021-08-21,D1,14:30,Ein Frankfurt,Augsburg,D,D,2021/2022,-2.277189172608148,-2.088382658322545,-1.7487913563342956,-2.30303392469622,-0.11815508881731661,-2.092541610464942,-1.3659208101578402,-1.0471136525236762,-1.9749125439159234,-1.778297284198066,-2.26032668162067,-0.35733568399557264,-1.9423310090463122,0.2910307780158309,1.4710119008615943,0
2021-08-21,D1,14:30,Freiburg,Dortmund,H,H,2021/2022,1.4867737539406498,-1.2976974856074204,-0.9164848548975396,1.5061763677565292,-0.48187786738278787,-1.3004825362225747,0.683783579532611,0.29994817026941073,0.26816031064099993,-0.5147902967096412,0.30787474992642966,-0.5098778689771818,-0.5623630955097232,0.39064131234702193,-0.09854371968348614,1
2021-08-22,D1,14:30,Hoffenheim,Union Berlin,D,H,2021/2022,1.4867737539406498,-1.2976974856074204,1.580434649412728,1.5061763677565292,-0.8456006459482591,-1.3004825362225747,-0.1360981763435693,0.29994817026941073,0.26816031064099993,0.7487166907787837,0.30787474992642966,0.21469750968546106,0.8176048180268659,-0.5656198172324156,-0.9356400506408601,1
2021-08-22,D1,16:30,Bayern Munich,FC Koln,H,D,2021/2022,1.4867737539406498,-1.2976974856074204,-0.5003316041791617,1.5061763677565292,0.24556768974815466,-1.3004825362225747,1.5036653354087903,-0.5980930449259799,1.3896967379194616,0.7487166907787837,1.5919754656999796,-1.768350895075457,0.8176048180268659,4.6738942885882535,1.36637485949192,1
2021-08-27,D1,19:30,Dortmund,Hoffenheim,H,D,2021/2022,1.4867737539406498,-0.5070123128922955,0.33197489725759416,1.5061763677565292,2.7916271397064536,-0.5084234619802076,1.913606213346881,1.197989385464802,2.511233165197923,2.0122236782672087,-0.3341756079603453,-1.386995432621434,0.8176048180268659,3.3590352354165263,-1.3541882161195482,1
2021-08-28,D1,14:30,Stuttgart,Freiburg,A,A,2021/2022,1.4867737539406498,-1.2976974856074204,1.16428139869435,-0.39842877846984553,0.6092904683136259,-0.5084234619802076,0.27384270159452034,-0.14907243732828435,1.9504649515586925,0.11696319703457127,-0.9762259658471202,-0.2047934990139634,0.8176048180268659,-0.08748925244269641,-0.9356400506408601,1
2021-08-28,D1,14:30,Mainz,Greuther Furth,H,H,2021/2022,-0.39520770933374916,-0.5070123128922955,-1.3326381056159176,1.5061763677565292,1.3367360254445684,-1.3004825362225747,-0.5460390542816594,1.647009993062497,0.26816031064099993,-1.1465437904538536,2.8760761814735294,-0.35733568399557264,-1.9423310090463122,0.25118656428335423,0.006093321686185884,1
2021-08-28,D1,17:30,Bayern Munich,Hertha,H,H,2021/2022,1.4867737539406498,-0.5070123128922955,-0.5003316041791617,1.5061763677565292,0.24556768974815466,-0.5084234619802076,1.5036653354087903,0.29994817026941073,2.511233165197923,-1.1465437904538536,2.8760761814735294,-1.6920798025846524,-0.5623630955097232,3.618022624677624,-0.8310030092711881,1
2021-08-28,D1,14:30,Bielefeld,Ein Frankfurt,D,A,2021/2022,-2.277189172608148,-1.2976974856074204,-0.5003316041791617,-0.39842877846984553,-0.11815508881731661,-2.092541610464942,-1.77586168809593,-1.0471136525236762,-1.4141443302766927,0.11696319703457127,1.5919754656999796,0.5197818796486795,-1.2523470522780176,-0.5855419240986535,0.8431896526435622,0
2021-08-28,D1,14:30,Augsburg,Leverkusen,A,A,2021/2022,1.4867737539406498,-1.2976974856074204,0.33197489725759416,-0.39842877846984553,-0.48187786738278787,-0.5084234619802076,-0.1360981763435693,0.7489687778671069,-1.4141443302766927,1.380470184522996,-0.9762259658471202,-0.014115767786952753,3.577540645100044,-0.20702189364012621,1.0524637353829063,1
2021-08-28,D1,14:30,FC Koln,Bochum,H,D,2021/2022,1.4867737539406498,-1.2976974856074204,-1.3326381056159176,-0.39842877846984553,-0.11815508881731661,-0.5084234619802076,-0.5460390542816594,-0.14907243732828435,0.8289285242802308,-1.1465437904538536,-0.3341756079603453,-0.2047934990139634,-0.5623630955097232,-0.16717767990764962,0.42464148716487404,1
