Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,PC>2.5,HS,AvgC<2.5,Over2.5
2019-08-09,E0,20:00,Liverpool,Norwich,H,H,M Oliver,2019/2020,1.724624861218965,1.6904590391177752,0.8607683429433278,0.37669736507161306,1.0347125027724844,-0.9730009510148173,3.0509902424808035,3.315358195322555,-0.44488414448273406,-0.4446422651370776,-1.6243905579144864,0.20893726387817046,2.5731912991570756,1
2019-08-10,E0,12:30,West Ham,Man City,A,A,M Dean,2019/2020,1.724624861218965,1.6904590391177752,-0.6913626104784244,2.055262130106802,0.2313254537920363,1.0339111229082008,-1.9280437207215875,-2.089888513482033,5.235075705591789,5.208358850735322,-1.3240327175204099,-1.5614839961511682,1.4912422211154766,1
2019-08-10,E0,15:00,Bournemouth,Sheffield United,D,D,K Friend,2019/2020,-2.0784433899567527,-2.035776166828346,-0.6913626104784244,-0.46258501744598135,0.2313254537920363,-2.177148195368628,-0.6832852299209897,-0.7385768362808863,-0.44488414448273406,-0.4446422651370776,0.37799504471269335,-0.14514698812769725,-0.568622369771414,0
2019-08-10,E0,15:00,Burnley,Southampton,H,D,G Scott,2019/2020,1.724624861218965,1.6904590391177752,-0.3033298721229864,-0.46258501744598135,-0.5720615951884128,0.6325287081235971,1.806231751680206,1.9640465181214075,-1.8648741070013646,-1.8578925441051775,1.2123223791406852,-0.6762733661364988,-1.0055633435959057,1
2019-08-10,E0,15:00,Crystal Palace,Everton,D,D,J Moss,2019/2020,-2.0784433899567527,-2.035776166828346,-1.0793953488338626,-0.46258501744598135,-2.9822227421297582,0.23114629333899403,-1.9280437207215875,-2.089888513482033,-1.8648741070013646,-1.8578925441051775,1.312441659272045,-1.3844418701482344,-1.0055633435959057,0
2019-08-10,E0,15:00,Watford,Brighton,A,A,C Pawson,2019/2020,1.724624861218965,1.6904590391177752,-0.6913626104784244,-0.46258501744598135,1.0347125027724844,-0.1702361214456101,-1.9280437207215875,-2.089888513482033,2.395095780554527,2.381858292799122,1.1122030990093268,-0.49923124013356496,-0.9639499175173828,1
2019-08-10,E0,17:30,Tottenham,Aston Villa,H,A,C Kavanagh,2019/2020,1.724624861218965,1.6904590391177752,0.8607683429433278,-0.042943826187184155,-0.17036807069818852,0.23114629333899403,1.806231751680206,1.9640465181214075,-0.44488414448273406,-0.4446422651370776,-0.8234363168636143,3.041611279925112,0.4300998561131387,1
2019-08-11,E0,14:00,Leicester,Wolves,D,D,A Marriner,2019/2020,-2.0784433899567527,-2.035776166828346,-1.4674280871893006,-0.8822262087047786,0.2313254537920363,-1.3743833657994209,-1.9280437207215875,-2.089888513482033,-1.8648741070013646,-1.8578925441051775,2.0800228069457973,0.20893726387817046,-1.1928237609492591,0
2019-08-11,E0,14:00,Newcastle,Arsenal,A,D,M Atkinson,2019/2020,-2.0784433899567527,-2.035776166828346,-1.0793953488338626,-0.8822262087047786,-0.5720615951884128,-0.9730009510148173,-1.9280437207215875,-2.089888513482033,-0.44488414448273406,-0.4446422651370776,0.010891017564377414,-0.8533154921394327,-0.29813510026101453,0
2019-08-11,E0,16:30,Man United,Chelsea,H,H,A Taylor,2019/2020,1.724624861218965,1.6904590391177752,0.0847028662324517,1.2159797475892076,0.2313254537920363,2.238058367262011,3.0509902424808035,3.315358195322555,-1.8648741070013646,-1.8578925441051775,0.7450990718610093,-0.49923124013356496,-0.7350760740855059,1
